Date/Time,Song Name,Artist,Song ID
2018-03-15T18:16:49Z,Etude No. 5,Philip Glass,9246e829946d417b761d591516845b96
2018-03-15T18:20:39Z,Springflower,NkisOk,2d9206ed29c0f038de989aba03516292
2018-03-15T18:26:59Z,De Macata,Floating Lights,d9d3763f8d776e2ebbe9c4fa33bac495
2018-03-15T18:34:29Z,Distant Lights,Izumi Tanaka,2ae887e93378eb10f6e209b93b66e56b
2018-03-15T18:42:07Z,Wishful Sora,Izumi Tanaka,aadee87bd6c7728f4e8963f063a0a27e
2018-03-15T18:47:36Z,Immortal,Sofia's Choice,59796620923625ed8ad411681fdd48f3
2018-03-15T18:51:52Z,Wish I Could Fly - Ambient Mix,Ears Of Light,c7505303cea19b92082a771723288b39
2018-03-15T18:58:48Z,The Game,Youlu,5eb51a4191ecd7e9cd42fcb788cd868a
2018-03-15T19:05:25Z,Wake Up At 07.00 pm,Hologram,ed2cc388f84f7905b5cbca860c5d8639
2018-03-15T19:09:35Z,Calmness In The Rain,Mr. Steem,ab2a7440599f0225175e7233ce97608c
2018-03-15T19:50:20Z,Lets Chill Tonight,Atlantis Dove,01cbb66cbea1780d1a1c67ea2015bdfa
2018-03-16T08:43:18Z,Time-Lapse,Floating Lights,c2f78f0607408cfe6f68694cc570b0bd
2018-03-16T08:46:23Z,Hurt by You,Emily Warren,18c881ccd7ebb5a6c2d5ddcdc79d4712
2018-03-16T08:55:48Z,Call Me Baby,Beach Bunny,bf04b9ec14e66352ac24a5a0cfcfc415
2018-03-16T09:01:46Z,Sabinal,Jake Houlsby,4b14149f49086bc67a329dafbf2c2683
2018-03-16T15:16:19Z,Landscapes Below,Floating Lights,0a13353cfa5337b1c0639802538c1333
2018-03-16T15:21:05Z,Inside The Forest,Youlu,d3a7486348655cf69aa48116e62d0e3e
2018-03-16T15:23:59Z,Melanine,Tycho,363afffdc096cf537ae4c38b328408e9
2018-03-16T15:26:34Z,Rooftop Kiss,James Horner,a44f90f3fd4c74477783e6732f986876
2018-03-16T15:31:31Z,Dreamer Lounge,Estelle Blanca,76a5fa9179f31b6ddb84f6b854037e4a
2018-03-16T15:34:41Z,Silver Sky,Enzo,584f611a885a3bffc466ab7d7f7fa683
2018-03-16T15:38:23Z,The Lighthouse,Musicboxes,b6178222ad7cab5f94d99bbf112a02f5
2018-03-16T15:43:53Z,The Light,Shu & Tefnut,8c0a4547df08e63f71cdd0798507d3e2
2018-03-16T15:46:15Z,La Valse D'Amélie,Regina Mira,85577c5a51877b5b256f1aaf9d257ca8
2018-03-16T15:49:48Z,Sunrise,Enzo,7eb90f91b1f52981052806192c20ac57
2018-03-16T15:52:32Z,And Along Came the Rain,Elba,db7a93e0c12a3a43f16cdf6fbd9ec2a1
2018-03-16T15:56:02Z,Rikyu Garden,Izumi Tanaka,e5e5e98ed67197011c31742a26719f72
2018-03-16T15:59:26Z,Stitches - Sleep Version,Chris Call,a94aab9b674748444639c8a0170f3bc7
2018-03-16T16:02:20Z,Coffee in Bed,Russel F Jr,0c0a3a85108ba2b56826fc915cdbf2c2
2018-03-16T16:06:45Z,Prelude No 1 - Chill Mix,The Upstairs,91a78f6831c3d67691775c403ba79031
2018-03-16T16:13:30Z,Come O'er The Stream Charlie,Celtic Spirit,bcc6f90375df31fea953ee8204718b69
2018-03-16T16:18:09Z,Drifting Clouds,Out Of Gravity,ab28348415b60df0b5f9c2dd8f056680
2018-03-16T16:22:15Z,Winter in F Minor,The Upstairs,82bf9348f5351c11211c20323c39fd31
2018-03-16T16:25:37Z,Dreamers,Silent Waves,063a94bfbe33cbe94bfc9a15cf3c5ec3
2018-03-16T16:28:40Z,Elise's Theme,Sofia's Choice,d867f3a5c3e70427b677251d7b2b8fff
2018-03-16T16:31:49Z,Silence,Musicboxes,fd2fc72e10a3ceef931d3dfbe342b931
2018-03-16T17:49:25Z,Because,Cheryl Thibideau,5d5fa3d886213966f14e20e920215a43
2018-03-16T18:02:23Z,Let Her Go,David Fischbein,4e7d0dfca0e532f390a29c3d90fc3ff0
2018-03-16T18:08:30Z,Greensleaves,Lindy Carr,d8f687859ea62dacc58b4f4c480358cc
2018-03-16T18:18:20Z,Tissue No. 7,Philip Glass,2cc3b4cfc4dc28826ddae0723284a776
2018-03-16T18:26:05Z,Silent Shimmer,Sublime Harmonics,20b735d19f63e009e20c623ac5c99898
2018-03-16T18:41:07Z,Through The Summer Fields,Floating Lights,608d9add4c48254be3fc7953dfa8d473
2018-03-16T23:44:31Z,Alone (Feat. Big Sean & Stefflon Don),Halsey,0c71f6ac39e7c886c00ac6464e7c4f11
2018-03-17T08:06:35Z,3 Gymnopédies: Gymnopedie No. 1 (Arr. A. Miolin),Erik Satie,6c1c147b1fdd972bf51b4c286064c00b
2018-03-17T10:40:35Z,"Pelleas and Melisande Suite, Op. 46, JS 147: Act V Scene 2: Prelude: Andante",Jean Sibelius,4b6a96b1ac7f07c40a8843aa4965dabe
2018-03-17T10:44:36Z,"Nocturne in C-sharp minor, B. 49",Frédéric Chopin,b02a10e43ff37d0ab608fa3313b2b322
2018-03-17T10:47:38Z,Coronation,Harry Gregson-Williams,0c93f1161b07e06c4820d662d856b948
2018-03-17T10:52:25Z,"Concerto in D Minor, Op.7, No.4: I. Adagio",George Frideric Handel,cf8c2772620aaafe86a50b508bc8f062
2018-03-17T11:16:38Z,"Polovtsian Dances From ""Prince Igor""",Alexander Borodin,9450f4ef79ad530c223630ccf0844767
2018-03-17T11:20:22Z,Mascagni: Cavalleria rusticana: Intermezzo,Pietro Mascagni,a79c7f0cc9265f6db51c1cd30d230df7
2018-03-17T11:25:25Z,Beethoven: Speaking Unto Nations (Beethoven Symphony no 7 - II ),Ludwig van Beethoven,f4b3799c793188a080a57d1af0f20220
2018-03-17T11:28:34Z,"Préludes / Book 1, L.117: 1. Danseuses de Delphes",Claude Debussy,d470f7ddd126bc8b623cd890436580ae
2018-03-17T11:31:58Z,"Consolations, S172/R12: No. 2. Un poco piu mosso",Franz Liszt,5029bb4aa95e30cbfce5f230c0cd7e5c
2018-03-17T11:40:30Z,"Piano Concerto No. 1 in C Minor, Op. 35: II. Lento",Dmitri Shostakovich,864623b9af14704655d76e3b103454ac
2018-03-17T11:51:48Z,"Preludes, Op. 28: No. 15, Sostenuto",Frédéric Chopin,64d2b2c3b746e3a87c6f1bbd71224124
2018-03-17T11:59:01Z,"Serenade in E Major for Strings, Op. 22: II. Menuetto",Antonín Dvořák,bf267f0bb8690de30c644f55126b59af
2018-03-17T12:03:37Z,"Pavane, Op. 50",Gabriel Fauré,0e92b4fdfd4eea4ab5ba96588e86c7d5
2018-03-17T12:13:00Z,Música Callada III,Federico Mompou,b67b2afaa033269bad6b16c499a0c623
2018-03-17T12:16:12Z,3 Gymnopedies: No. 2. Lent et triste,Erik Satie,15b7d3c2551e29ab00c6f47773f19e4c
2018-03-17T12:23:11Z,"24 Preludes for Violin and Piano, Op. 46: No. 15 Adagio sognando",Lera Auerbach,0729040f486a0f439120434546c5480c
2018-03-17T12:30:58Z,"Adagio for Strings, Op. 11",Samuel Barber,280343977bbff4be88b3825b1e065fa6
2018-03-17T12:40:16Z,"Lemminkainen Suite, Op. 22: II. The Swan of Tuonela",Jean Sibelius,fa5b6c939fd528dc195391e533a6897c
2018-03-17T12:43:32Z,"Suite for Violin, Clarinet and Piano, Op. 157b: II. Divertissement - Anime",Darius Milhaud,0ccb5711543d014436ab898090095f2a
2018-03-17T12:56:21Z,In A Landscape,John Cage,f86409bf95dcc74ead47f06939c149fc
2018-03-17T13:01:28Z,"Sospiri, Op. 70",Edward Elgar,3b8eba908312350d766234113ec2724a
2018-03-17T13:13:55Z,"Berceuse In D Flat, Op.57",Frédéric Chopin,d7f7027a55f95ae9536f4b8db5498c3a
2018-03-20T10:31:15Z,Salesman At The Day Of The Parade,Rogue Wave,2f40d9e56bdc07498a179f62842e4634
2018-03-20T10:36:44Z,TiO,ZAYN,5ef1f7e4bff9ae60b44e28106a051051
2018-03-20T10:40:28Z,Scrumptious,The Shakes,7b83b3f22c83e2b56a078a762d8a6adf
2018-03-20T10:59:49Z,Fools,Devices,d0ffec1ea71a28dcf4c1ea774468d7c7
2018-03-21T09:45:37Z,Egyptian Journalists Syndicate,Vatican Shadow,22ca1282ae1e7b5b5b57286ba1dcf68f
2018-03-21T09:53:18Z,Mývatna,Dreyma,46365efc683a4eae16fe29ca0b967624
2018-03-21T10:02:26Z,Red Dawn,Enzo,e18d52b2f312a55d0598352429bfcda5
2018-03-21T10:05:43Z,Journey Within,Voyager,fa7943e97cf1d71236e61347f1249b2a
2018-03-21T10:32:54Z,Secrets,Silent Waves,9d4adaba09d113359188b594c851edec
2018-03-21T10:39:17Z,Romeo & Juliette,Luc Serra,39f77b361e31a6d218f8edc1bb8cf57e
2018-03-21T10:40:31Z,The Greenhouse,Out Of Gravity,f979c295befb6a0f2001be29d7c0fc7f
2018-03-21T10:50:10Z,City Of Stars,Luc Serra,bb5f7b0d035ef99a0b3cbf806a3176a4
2018-03-21T10:57:02Z,Sentimental,Leo Finka,55fc50713017426f6da305e207f5df19
2018-03-21T11:05:14Z,Beyond The Mind,Inner Voice,fa609149facb752e0240b299e0c1b388
2018-03-21T11:08:39Z,Sleep Little Hero,Izumi Tanaka,384d57c19f55f7a8e63d7771dd1d43cd
2018-03-21T11:15:26Z,Short Stories,Vincente M,d6355bfed51ed4ff4f9f75ddabd17752
2018-03-21T11:19:35Z,Last Bus Home,Enzo,cb706a514c122db60409ea51efdab367
2018-03-21T11:22:27Z,Colourized,Jaque Di Palma,04e03a8d982dfd0ca65d9a512c0060b1
2018-03-21T11:28:43Z,New Start,Uniq,df17cc3f8521322aa2bd6b04ac51fe00
2018-03-21T11:33:56Z,March,TrackLab,290c28817dca41b3f846fc9e98ead688
2018-03-21T11:41:06Z,Thin Floors And Tall Ceilings,ODESZA,cbb3e3453216b0a4b62d24367b36a7b7
2018-03-23T11:40:56Z,Where's My Love - Piano Solo,SYML,870b734025093ee179b2f63b8d2e667b
2018-03-23T11:43:33Z,Début,Mélanie Laurent,89486cc9571fdc291201620b0082d144
2018-03-23T11:45:22Z,A Lamenting Song,Max Richter,40de5c9cc0ef52c34e6de364ea2cc262
2018-03-23T11:48:00Z,Naive Spin,Aaron Lansing,afde5a2e07565be76e9bb278609ddd8d
2018-03-23T11:49:56Z,Interlude for Piano,Peter Bradley Adams,37890a46ffaa17d9fd17cfa1689717b2
2018-03-23T11:54:36Z,For the Lost Ones,The Daydream Club,984c0efc1d9067699f43b5fb60b15d85
2018-03-23T12:00:02Z,Qi,PHILDEL,7073c96fa8af6ad949955eb9bc003a68
2018-03-23T12:02:00Z,Tallis One,Samuel Lindon,6223def75a18e84f81c6958707272d64
2018-03-23T12:06:17Z,Gaze,Moux,b40da342bd48ebbef6ad0f263ab8d20b
2018-03-23T12:08:52Z,This Moment,Bela Nemeth,2d006be08d3ca470995b8809c261fcba
2018-03-23T12:16:54Z,As Ballad,Lambert,1ee9f62dc77b7d7413aec90b5075f608
2018-03-23T12:19:09Z,La Tour,Samuel Lindon,dd0e8374b5aa667a2f14a9845b81c629
2018-03-23T12:21:02Z,Lyon,Elliot Ziegler,5886230dfb18c550555e1e0c4202e368
2018-03-23T12:22:01Z,A Game of Badminton (feat. Jack Liebeck),Dario Marianelli,9c1232016c539f3154f1a6238ed5be6a
2018-03-23T12:24:17Z,Remove The Complexities,Peter Sandberg,bf029645c225a5a5db2d20603ad0a32d
2018-03-23T12:25:56Z,Intro,Black Elk,f9e2c3afa4bb58f3b282adf23e7111e3
2018-03-23T12:30:34Z,Because This Must Be,Nils Frahm,c83a15ca2a78633ca38ebb48f3e4d9a5
2018-03-23T12:32:19Z,Leaves,Hermann,8bb16ede9f82ecb12e570408d8080a9f
2018-03-23T12:37:01Z,Threnody,Goldmund,e982dd9ce54f65f80de3e8010c6e166b
2018-03-23T12:42:25Z,Episodes,Mishegas,cee70c33f9aea42915e52d6319304ecc
2018-03-23T12:53:28Z,A Moment Apart,ODESZA,aa3c2129de9939b7e3a4e1d0a42352a4
2018-03-23T12:55:30Z,Shimmer,Sinjin Hawke,90a051ae19bb60ccd42e70e361bd262b
2018-03-23T12:58:02Z,Amazonas,Milk Malone,7c0234f2f4a18ab6f8ea618a6d880551
2018-03-23T13:02:11Z,Sapient Dream,Slushii,d7c4cc5bbc11e9e9c011daee301bd539
2018-03-23T13:04:37Z,Unchained,Catalon Tech,5637801b3ee012836f1071ebc3a6d233
2018-03-23T13:41:16Z,Respect The Source,Barclay Crenshaw,92010766ea71805e2909ef2fcac1b934
2018-03-23T13:46:24Z,Further,ATTLAS,3f72df96bbb7cc67c228fb71c1e7c33d
2018-03-23T13:59:43Z,Painted Skies,Milton Breech,7a52e1ff69526dce66194ae082392eea
2018-03-23T14:05:53Z,Landside,Matt Fax,92a179ae5080cf999c39b2452e7bb0fb
2018-03-23T14:07:05Z,All You Need to See (Clever Intro),Matt Lange,fca676f9ef29e2839987bdba56d35b3b
2018-03-23T14:13:50Z,Immersion,Jaffna,7cc4d924307bfc98ea640040a3db5563
2018-03-23T14:16:51Z,Lines,Melosense,147bab57711ec3973d465bec401b3f1e
2018-03-23T14:22:36Z,Epoch,Tycho,01ce8b4e7419cabf0978e8f6f9fbd865
2018-03-23T14:28:18Z,Stairfoot Lane Bunker - Minor Science Remix,Special Request,536f6990c23b6b8e4b3aecfe7f76cd5d
2018-03-23T14:30:51Z,Flying 101,Ms Bronx,69804cab8bbb464b40fe9c44caac6fd3
2018-03-23T14:32:53Z,Mirage,Take/Five,5323cca7641f60b0780c939262973725
2018-03-23T14:34:46Z,With Every Intention Of,Matt Lange,d0a47669647dd063ed7d7ab429b11d26
2018-03-23T14:40:00Z,I Believe,Popeska,9e59d00bdc7f9d07c78c730d51e09336
2018-03-23T14:43:50Z,Neo (Tiger Lou Remix),Christian Löffler,7295ac761915fcbd4d0b23fe112e5ef3
2018-03-23T14:45:44Z,PRELUDE,The Blaze,2f8dea26640ab5b4f04e8bd6c738e2a5
2018-03-23T14:53:13Z,Roman,Christian Löffler,6be2ee947db58a2cccb69c67a986d0f6
2018-03-23T14:56:17Z,Galileo,Super Duper,484a99b22358ca8db0f2dcffa0ff3eb4
2018-03-23T15:15:51Z,Firelight/Shadow Camp,Matt Fax,55debd11a1d07e7491167777dbb01e39
2018-03-23T15:19:15Z,Water Garden,Super Duper,69c70d520e0851a9469d3b0b402b9b71
2018-03-23T15:27:28Z,Drift,BICEP,e2aa369c837520a5cb4b64c84b0fd021
2018-03-23T15:30:44Z,New Beginnings,Daydreamer,36d1d49a649233e3dfb3a26ba4d50c82
2018-03-23T15:31:41Z,Severance - Interlude,What So Not,0267c6c10e41f8d581b881b4b4a56e04
2018-03-23T15:34:15Z,Metro,The EMBR,831429b0636ec18aa9b7d716bc9481da
2018-03-23T15:37:24Z,Observer,DigiDogz,4038b5d7c334bbc4bb6dada791bb6769
2018-03-23T15:44:18Z,Home Pt. 1,Justin Jay,061517f0feac6bfdc7db3037eaba45ca
2018-03-23T15:47:44Z,Afterlife,M!NT ,f4fbb308f3419a86ccdd1f361b6dc1e4
2018-03-23T15:52:02Z,Moonbound,Anzo,7c83219c2afa0f6bbfa7f38b897ba9d5
2018-03-23T17:50:54Z,Gemini (feat. George Maple),What So Not,176f3dbba52c97f7b6f53d7476e684a5
2018-03-23T17:54:50Z,Alexander Hamilton,Leslie Odom Jr.,9e222eb61b0f5e0ba68ef6c51eb4feb5
2018-03-23T17:57:27Z,"Aaron Burr, Sir",Lin-Manuel Miranda,089f48482bcef1dee4b7b4a28b4fe17a
2018-03-23T18:03:00Z,My Shot,Lin-Manuel Miranda,238d5d89cbd8995502b14dd16f5059e9
2018-03-23T18:04:32Z,The Story of Tonight,Lin-Manuel Miranda,e941d188af5357ebc7ac5347899922d8
2018-03-23T18:07:39Z,The Schuyler Sisters,Renée Elise Goldsberry,c142ec0dde33b56d3febcac60220532f
2018-03-23T18:09:32Z,Farmer Refuted,Thayne Jasperson,5861bdc8f7942c6b0bb8f018bde7b3ad
2018-03-23T18:13:00Z,You'll Be Back,Jonathan Groff,29b7231db3229bb94d1a26cffdaa2b2b
2018-03-23T18:29:37Z,Right Hand Man,Lin-Manuel Miranda,eeca09e291c591bc2f2338313cd8b24a
2018-03-23T18:30:47Z,A Winter's Ball,Leslie Odom Jr.,9a28f3c29bd228f1b837c3cfb8053953
2018-03-23T18:34:57Z,Helpless,Phillipa Soo,d03aa2d9618a8271f1da6512a88e8841
2018-03-23T18:40:26Z,Satisfied,Renée Elise Goldsberry,dee36ede408b6a83217ff59d54fa2ec6
2018-03-23T18:42:22Z,The Story of Tonight - Reprise,Okieriete Onaodowan,a814fa32c966cbc7041869a20941f724
2018-03-23T18:45:36Z,Wait for It,Leslie Odom Jr.,5b49990d450f1718ae967a3efe92f017
2018-03-23T18:48:15Z,Stay Alive,Original Broadway Cast of Hamilton,0c03e0d987bacba090086413dbbdb315
2018-03-23T18:50:01Z,Ten Duel Commandments,Lin-Manuel Miranda,a431e2d9d22c135a532982e32db10431
2018-03-23T18:51:25Z,Meet Me Inside,Lin-Manuel Miranda,4df27009993c9d33eed0a69b8956eb34
2018-03-24T08:41:58Z,That Would Be Enough,Phillipa Soo,83d22371a01cfe7c64c4e835757eb60e
2018-03-24T09:24:35Z,Guns and Ships,Leslie Odom Jr.,c6f9e079dcbde2c1d59d4cc6c3d856ac
2018-03-24T09:26:12Z,History Has Its Eyes on You,Christopher Jackson,3a559b0bd20d4dbade143acda5b6d6bf
2018-03-24T12:34:15Z,Yorktown (The World Turned Upside Down),Original Broadway Cast of Hamilton,f1fef1d883b3d4b68303cbcaa375d64f
2018-03-24T16:55:15Z,Getting Along,The Magic Gang,07e1d06ea7e087b145c6605ea8049687
2018-03-24T17:15:38Z,Stay Alive - Reprise,Lin-Manuel Miranda,560b3afa829c238d21f07c2a67457d3d
2018-03-24T17:15:45Z,We Know,Lin-Manuel Miranda,8b767b976c5ab2092d74aa25fdf9fe5e
2018-03-24T17:21:36Z,What Comes Next?,Jonathan Groff,8f100e3842c9e1a8c291b5102ecda9f0
2018-03-24T17:21:48Z,Dear Theodosia,Leslie Odom Jr.,4c0e26c15807750523ddb8a1cb6b8e07
2018-03-24T17:22:56Z,I Know Him,Jonathan Groff,6ede66d1530f98dde41079ebc781f0f9
2018-03-24T17:23:28Z,Best of Wives and Best of Women,Phillipa Soo,aed2acb136511a2ae957446a799ea92f
2018-03-25T07:28:26Z,"Who Lives, Who Dies, Who Tells Your Story",Original Broadway Cast of Hamilton,eeec2a5765531b91c380aaa847397e3f
2018-03-25T12:11:31Z,Non-Stop,Leslie Odom Jr.,7a88cf36ee3bd0ffae24c738f397e520
2018-03-25T12:15:29Z,What'd I Miss,Daveed Diggs,abbae30acf946989a7a72188ec09b2fe
2018-03-25T12:20:13Z,Cabinet Battle #1,Christopher Jackson,69499025f7a6d67caf7cdea6a7a571f1
2018-03-25T14:15:14Z,The World Was Wide Enough,Leslie Odom Jr.,096dd6dc375a1bad0e034f2fa236f5f8
2018-03-25T14:16:09Z,Take a Break,Phillipa Soo,a8893a2aa540afa7e88363adff0d3f74
2018-03-25T14:28:52Z,idlu,Ezzyland,3142341253567b11fe7810997356de6e
2018-03-25T14:34:36Z,Don't Hurt,Essy,0f288db6ea57a8cf73f3c55ccedbe0c0
2018-03-25T14:34:53Z,1964,Blossom Caldarone,8487bbf64b11b06d79fff407f47874b9
2018-03-25T16:00:35Z,Afterglow,All Time Low,52a1a12eff52ca6afc35eec433f419bd
2018-03-25T16:01:07Z,Vapor,5 Seconds of Summer,ee67d6934e8184827dc3930b28e9002c
2018-03-25T16:01:57Z,Southside,NSTASIA,38e181b57115f3f6291ff78958b00fe4
2018-03-25T16:02:57Z,"Read All About It, Pt. III",Emeli Sandé,ae4c04d84dce0abb817ce0eff9d2167f
2018-03-25T16:03:04Z,Wherever You Will Go,Charlene Soraia,cf31818ca87b289acb5a03152de5a0a0
2018-03-25T16:03:06Z,When I Was Your Man,Bruno Mars,a029c1e0ab52e19ec9697c3baf567934
2018-03-25T16:03:19Z,Beneath Your Beautiful (feat. Emeli Sandé),Labrinth,bfd7b1b5f7ed58351abbae1bbbcf02fb
2018-03-25T16:03:25Z,Redbone,Childish Gambino,cb037c3442b4cc434fa44c7d6a652549
2018-03-25T16:03:55Z,9 to 5,Harrison Brome,3c8b0d0429c96735d8065935a78aaa32
2018-03-25T16:13:54Z,Whispers,Deep Divers,df95dec7f6154edecb0acd4dc8e9454f
2018-03-25T16:18:56Z,More Hours,Silent Waves,b06e34b1010b34c46c8f66ef3150d49b
2018-03-25T16:23:16Z,Sofia,Sofia's Choice,191a93500df729e2fa89e6cdcd1c57e6
2018-03-25T16:51:26Z,Message in a bottle,Enzo,b59831c9b4b3593b82e43001c5eb44a8
2018-03-25T16:58:25Z,Planetary Disruption,Isery,3ea141d44450e9d5880ac2d120e41bde
2018-03-25T17:07:03Z,Space Elevator,Out Of Gravity,bc92f14a44f4c9ce7a4a308eb883f7e2
2018-03-25T17:53:14Z,Beginning,Floating Lights,9c2725745edb542a2191546fb5dfc78e
2018-03-26T12:48:35Z,Shiba Inu Dub,Patricia,47dabb040000b760fa5fc58837ab955b
2018-03-26T12:51:16Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Var. 13: Romanza: *** (Lady Mary Lygon)",Edward Elgar,f7c08f0c63a38021c3c12943e69ea11d
2018-03-26T12:54:42Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Var. 9: Nimrod (A. J. Jaeger)",Edward Elgar,ec4d31889d4e3baae9398b4c7ea6fcb5
2018-03-26T12:55:33Z,The People United Will Never Be Defeated: Variation 1: Weaving: delicate but firm,Frederic Rzewski,85998a22f2aa141022b86a0a0c9922ff
2018-03-26T12:57:33Z,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 9 - Allegro pesante e risoluto",Ludwig van Beethoven,810da81ea122a0efb2ed45796ed41e50
2018-03-26T13:18:16Z,"Passacaglia - 44 variations, cadenza and fugue, on the opening of Schuberts Unfinished Symphony",Leopold Godowsky,bd161de258b2d3043424eec068a336ff
2018-03-26T13:19:02Z,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 25 - Allegro",Ludwig van Beethoven,f6b3323405bad7613f1e8fca6585e006
2018-03-26T13:20:37Z,"Thème et Variations en do dièse mineur, op. 79: V. Variation IV: Lo stesso tempo",Gabriel Fauré,f6691264b1d42cd616608cce04238412
2018-03-26T13:23:32Z,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 27 - Vivace",Ludwig van Beethoven,6ce364fddb4f799f1d10642148bfed7e
2018-03-26T13:24:04Z,The People United Will Never Be Defeated: Variation 29: quarter note = 144-152,Frederic Rzewski,3b18efc00f026539c06639dfb610c882
2018-03-26T13:25:07Z,The People United Will Never Be Defeated: Variation 34,Frederic Rzewski,ce6b543ade8630c8f2c6745c038cfe9b
2018-03-26T13:26:38Z,"Schumann: Theme and Variations in E-Flat Major, WoO 24, ""Geistervariationen"": II. Variation I",Robert Schumann,7d52514b5f5a4243913900e494009698
2018-03-26T13:27:38Z,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 17",Ludwig van Beethoven,0606548ae2e81fd3c3b05184bab7487c
2018-03-26T13:32:50Z,"The People United Will Never Be Defeated: Variation 7: Tempo (Lightly, impatiently)",Frederic Rzewski,a61fc6d6108189a9561ada4cd760fb25
2018-03-26T13:34:41Z,"Brahms: Variations on a Theme by Haydn for 2 Pianos, Op. 56b ""St. Antoni Chorale"": Variation IV. Andante (Live)",Johannes Brahms,9377e61e7d2cf4017d3e6a29356b5c41
2018-03-26T13:39:51Z,The People United Will Never Be Defeated: Cadenza,Frederic Rzewski,af6bcb568b126953761d73ae6e6a92fb
2018-03-26T13:44:29Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Theme",Edward Elgar,31751aec00219dfdac567480269b2623
2018-03-26T13:47:41Z,"Diabelli Variations - 33 Variations on a Waltz by Anton Diabelli, Op. 120: Var. 21 - Allegro con brio, Meno allegro, Tempo I",Ludwig van Beethoven,016c0cfe1882aab806b5fed087364398
2018-03-26T14:00:47Z,Variations chromatiques,Georges Bizet,cd1df7525fa07a7adfe97b052758c46a
2018-03-26T14:11:30Z,Tema con Variazioni - Variations for Zdenka,Leoš Janáček,c9357fd76d5f0b543b9578a5bfbdc5f7
2018-03-26T14:13:29Z,"Second Improvisation, Op. 47: Variation 1: Meditation: Poco con moto e al rigore di tempo —",Nikolai Medtner,f23f5895dd9cd26e6c0eeee537ebe669
2018-03-26T14:15:24Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Var. 8: W. N. (Winifred Norbury)",Edward Elgar,db2e696dbced348f44ce328570c82052
2018-03-26T14:17:23Z,"Second Improvisation, Op. 47: Variation 12: Invocation: Andante maestoso —",Nikolai Medtner,80b67dba9fb4bfc66d515293fa72ddff
2018-03-26T14:20:19Z,"Variations And Fugue On A Theme Of Beethoven For Two Pianos, Op.86: Andante sostenuto",Max Reger,436d60fe6cabdbd73cb20f806707873f
2018-03-26T14:21:49Z,"The People United Will Never Be Defeated: Variation 9: half note = 48, Evenly",Frederic Rzewski,22b66e2ef1d7ae7dba0fea1ae6b05679
2018-03-26T14:23:03Z,"Theme and Variations in E flat, Op.58 (for solo piano): Variation V -",Giuseppe Martucci,2d348adb9b1c213eba9e0eb962145f3c
2018-03-26T14:24:47Z,"Second Improvisation, Op. 47: Variation 5: Humoresque: Allegretto sostenuto —",Nikolai Medtner,ffd6484f9d8839bcbdfa2c812f5eadc7
2018-03-26T14:27:22Z,"Second Improvisation, Op. 47: Theme. The Song of the Water Nymph: Andante —",Nikolai Medtner,5f6f52ee2401699aff979a912665aa04
2018-03-26T14:28:16Z,"The People United Will Never Be Defeated: Variation 21: quarter note = 108, Relentless, uncompromising",Frederic Rzewski,245be48752b4a0f3964a49773d25eae2
2018-03-26T14:29:23Z,The People United Will Never Be Defeated: Variation 6: Same tempo as beginning,Frederic Rzewski,2ae67ed346d74a86395b43f90ceb050a
2018-03-26T14:34:24Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Var. 7: Troyte (Troyte Griffith)",Edward Elgar,ceed3440972981c6cd15fcb7065b815f
2018-03-27T17:32:26Z,"Variations on an Original Theme, Op. 36, ""Enigma"" (version for piano): Var. 1: C. A. E. (The Composer's Wife)",Edward Elgar,20f17f164c04c7b479dc28a85cf8622f
2018-03-27T17:36:59Z,The Adams Administration,Original Broadway Cast of Hamilton,0eb54d1cc9c3d599a8c5fa9b8adc44d2
2018-03-27T17:41:07Z,The Reynolds Pamphlet,Original Broadway Cast of Hamilton,7681e0d4e20b53e6011dc3260b8e0c39
2018-03-31T14:01:35Z,What The Hell Happened To Us,Quinn XCII,81f2f1ee3241989a58f493a6580780f8
2018-04-01T21:30:23Z,Ghost Of Mine,Kailee Morgue,24b84c3a11a9b3ee02b861d5f29b3f08
2018-04-02T13:15:23Z,Fine,Jill Baylon,ade749a897d53eda6ce569af5e4b50c9
2018-04-02T13:22:23Z,BLUE,Troye Sivan,2988c7d80e2a8692343040a82c808d63
2018-04-02T13:25:16Z,Fuck Boys Never Win,Netherfriends,369f2aceb23d9348bdbc430d87718caf
2018-04-02T13:28:47Z,See You Around,Sarah Skinner,79d88a7545e8a528ac9c5bfede2336ee
2018-04-02T13:33:39Z,Disappear,pierre XO,1aeaec48eb173c383b3d335ba4223159
2018-04-02T13:34:02Z,My Dreams Are Dark,Lontalius,8221ee33e3d718796fe7680a16131037
